组件名称,VIDEO PROCESSING
模块名称,Standard DAC
Part #,Eval / Ref Circuit,Converter Primary Function,DAC Type,# of Channels,Resolution (bit),Iout FS (max) (A),Interface,Vout Range,DAC INL (max) (LSB),Settling Time (typ) (s),Data Input Format,Update Rate (SPS),Noise Spectral Density (typ) (dBm/Hz),Power (typ) (W),Temp Range,US Price 1000 to 4999 ($ US),Gain Error % FS (max) (% FSR),Gain Error % FS (typ) (% FSR),VOffset Error (V),Multiplying BW (typ) (Hz),Automotive,Features,Output Polarity,Vs- (max) (V),Vs- (min) (V),Vs+ (max) (V),Vs+ (min) (V),DAC DNL (max) (LSB),SFDR (typ) (dB),VNoise Density (typ) (V/rtHz),Vref Source,Glitch (typ) (V-s),Iout Ranges,Iout (typ) (A),Iout DNL (max) (LSB),Iout INL (max) (LSB),Vref External (typ) (V),Vref Level Internal (typ),Vref TC (typ) (ppm/C),THD (typ) (dB),Interpol- ation Factor,Update Rate Adjusted (typ) (SPS),Product Description,Status,Package,Vout Compliance (min) (V),Vout Compliance (max) (V),Vnoise (typ) (V p-p),Reliability Level,Export Classification,产品链接
ADV7125,Reference circuit,High Speed DAC,Current Out,3,8,,Parallel,,1,,,330M,,,,$4.13 (ADV7125BCPZ170-RL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48 ld LQFP,48 ld LFCSP 7x7mm (5.1EP),48 ld LFCSP (7x7x.85mm w/5.1mm Pad)",,,,,,http://www.analog.com/zh/adv7125
