组件名称,ADC
模块名称,High Speed ADC >= 10 MSPS
Part #,Channels,Bits (bit),Sample Rate (max) (SPS),ADC SNR in dBFS (typ) (dBFS),INL in LSB (typ) (LSB),Vin Range (typ) (V p-p),Power (typ) (W),Output Data Format,Temp Range,US Price 1000 to 4999 ($ US),Package,SFDR (typ) (dBc),Vref Source,Eval / Ref Circuit,Features,ADC DNL (typ) (LSB),Vos (typ) (V),SINAD (typ) (dB),Aperture Jitter (typ) (s rms),Sampling Clk Int/Ext,ENOB (typ) (bit),FPBW (typ) (Hz),IMD (typ) (dBc),Automotive,Cdiff (typ) (F),Product Description,Status,Device Architecture,Reliability Level,Export Classification,Comments,Supply Voltage Range,Input Span,ADCs (typ),ADC,Gain Range,Amplifier,Filter,Input Impedance (typ) (Ohms),Shutdown,Internal Reference,Simultaneous,Bipolar/Unipolar Input,Offset LSB (typ) (LSBs),Full-Scale Error LSB (typ) (LSBs),Latency (typ),Crosstalk (typ) (dB),产品链接
AD9461,1,16,130M,77.7,5,3.4,2.4,Parallel,-40 to 85°C,$67.75 (AD9461BSVZ),100 ld TQFP w/ 9.5mm exposed pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.analog.com/zh/ad9461
