模块名称,AMP
表格名称,Video Operational Amplifiers (Op Amps)
Part #,Eval / Ref Circuit,# of Amps,GBP (typ) (Hz),Slew Rate (typ) (V/µs),Iq/Amp (typ) (A),Vs span (min) (V),Vs span (max) (V),Ibias (max) (A),Vos (max) (V),CMRR (min) (dB),Shut- down,VNoise Density (typ) (V/rtHz),US Price 1000 to 4999 ($ US),BW -3 dB (typ) (Hz),Temp Range,PSRR DC (min) (dB),Automotive,PSRR DC (typ) (dB),Vos TC (typ) (V/°C),Vos (typ) (V),0.1 to 10 Hz VNoise (typ) (V p-p),Out V- Headroom (typ) (V),Out V+ Headroom (typ) (V),Ibias (typ) (A),Ios (typ) (A),Aol (typ) (dB),Cdiff (typ) (F),Current Noise Density (typ) (A/rtHz),Min Stable Gain (V/V),Iout (typ) (A),Out V+ Headroom (max) (V),Out V- Headroom (max) (V),Ios (max) (A),Iq/Amp (max) (A),Rail to Rail,Architecture,Amp Features,Product Description,Status,Package,Reliability Level,Comments,产品链接
AD8021,"Evaluation board, Reference circuit",1,1G,130,7.8m,4.5,24,11.3µ,,,Yes,2.1n,¥12.92000 (AD8021ARMZ),,,,,,,,,,,,,,,,,,,,,,,,,,,"8 ld MSOP,8 ld SOIC",,,http://www.analog.com/zh/ad8021
